Age,NumLoans,NumRealEstateLoans,NumDependents,Num30-59Delinquencies,Num60-89Delinquencies,Income,BalanceToCreditLimit,Delinquent90
3.0,2.0,1.0,0,0.0,0.0,0.0,0.120094,0.0
5.0,3.0,1.0,0,0.0,0.0,3.0,0.037955,0.0
5.0,1.0,0.0,0,0.0,0.0,3.0,0.022313,0.0
4.0,3.0,1.0,0,1.0,0.0,3.0,0.742771,0.0
4.0,2.0,1.0,0,1.0,0.0,3.0,0.01008282,0.0
2.0,1.0,0.0,0,0.0,0.0,3.0,0.030547,0.0
3.0,1.0,1.0,0,0.0,0.0,3.0,0.921034,0.0
4.0,2.0,1.0,1,0.0,0.0,3.0,0.009487,0.0
4.0,4.0,1.0,0,0.0,0.0,2.0,0.651233,1.0
4.0,1.0,0.0,0,0.0,0.0,3.0,0.0,0.0
4.0,3.0,1.0,0,1.0,0.0,3.0,0.596957,0.0
4.0,1.0,0.0,0,0.0,0.0,0.0,0.108291,0.0
4.0,3.0,1.0,1,0.0,0.0,0.0,8551.304143479232,0.0
4.0,1.0,0.0,0,0.0,0.0,2.0,0.558876,0.0
3.0,3.0,1.0,1,0.0,0.0,3.0,0.158628,0.0
3.0,4.0,1.0,0,1.0,0.0,2.0,0.0,0.0
5.0,3.0,0.0,0,0.0,0.0,3.0,0.111377,0.0
2.0,4.0,1.0,0,1.0,0.0,3.0,0.362958,0.0
4.0,4.0,1.0,0,1.0,0.0,0.0,0.845775,0.0
6.0,1.0,0.0,0,0.0,0.0,3.0,0.0,0.0
4.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0
6.0,5.0,2.0,0,1.0,0.0,5.0,0.747395,0.0
4.0,4.0,1.0,1,0.0,0.0,3.0,0.520683,0.0
3.0,3.0,1.0,0,0.0,0.0,0.0,0.143346,0.0
4.0,3.0,1.0,1,0.0,0.0,3.0,0.998388,0.0
4.0,1.0,1.0,0,0.0,0.0,0.0,0.044696,0.0
5.0,1.0,0.0,0,0.0,0.0,3.0,0.024577,0.0
4.0,3.0,1.0,0,0.0,0.0,0.0,0.299591,0.0
3.0,2.0,1.0,0,1.0,0.0,4.0,0.045884,0.0
4.0,2.0,1.0,1,0.0,0.0,0.0,0.086818,0.0
5.0,1.0,0.0,0,0.0,0.0,0.0,0.044597,0.0
5.0,1.0,0.0,0,0.0,0.0,3.0,0.023942,0.0
4.0,4.0,1.0,2,0.0,0.0,3.0,0.543382,0.0
4.0,2.0,1.0,1,0.0,0.0,4.0,0.901328,0.0
6.0,2.0,0.0,0,0.0,0.0,0.0,0.00958,0.0
6.0,2.0,0.0,0,0.0,0.0,0.0,0.005849,0.0
3.0,1.0,0.0,1,0.0,0.0,3.0,0.010014760000000001,0.0
4.0,4.0,1.0,2,0.0,0.0,3.0,0.108362,0.0
3.0,1.0,0.0,0,0.0,0.0,2.0,0.061203,0.0
4.0,4.0,1.0,1,2.0,0.0,5.0,0.01010459,0.0
2.0,2.0,1.0,1,0.0,0.0,0.0,0.953817,0.0
5.0,2.0,0.0,0,0.0,0.0,4.0,0.01000675,0.0
5.0,2.0,1.0,0,1.0,0.0,0.0,0.23589,0.0
2.0,1.0,0.0,1,0.0,0.0,1.0,0.949995,0.0
6.0,4.0,0.0,0,0.0,0.0,0.0,0.020113,0.0
4.0,3.0,1.0,0,1.0,0.0,4.0,0.159458,0.0
4.0,2.0,1.0,2,0.0,0.0,4.0,0.287012,0.0
4.0,1.0,1.0,1,0.0,0.0,3.0,0.036158,0.0
4.0,4.0,1.0,1,0.0,0.0,4.0,0.0,0.0
5.0,4.0,1.0,0,0.0,0.0,0.0,0.226908,0.0
4.0,3.0,0.0,0,1.0,0.0,2.0,0.011541,0.0
3.0,3.0,1.0,1,0.0,0.0,5.0,0.178086,0.0
4.0,3.0,1.0,1,0.0,0.0,4.0,0.193189,0.0
2.0,1.0,1.0,0,0.0,0.0,4.0,0.90791,0.0
5.0,4.0,1.0,0,0.0,0.0,0.0,0.021605,0.0
6.0,4.0,2.0,0,0.0,0.0,0.0,0.01147313,0.0
4.0,3.0,0.0,1,1.0,0.0,4.0,0.391689,0.0
4.0,4.0,1.0,2,1.0,0.0,0.0,0.936674,0.0
5.0,4.0,1.0,0,0.0,0.0,3.0,0.171176,0.0
5.0,4.0,1.0,0,0.0,0.0,3.0,0.063911,0.0
4.0,4.0,1.0,1,0.0,0.0,0.0,0.223098,0.0
3.0,2.0,1.0,1,0.0,0.0,2.0,0.01011514,0.0
2.0,2.0,0.0,1,0.0,0.0,3.0,0.206904,0.0
4.0,2.0,2.0,1,1.0,0.0,0.0,0.01024469,1.0
3.0,1.0,1.0,0,0.0,0.0,4.0,0.006314,0.0
5.0,2.0,1.0,0,0.0,0.0,3.0,0.795944,0.0
4.0,1.0,1.0,1,0.0,0.0,0.0,0.803399,0.0
2.0,1.0,0.0,0,1.0,0.0,3.0,0.0,0.0
5.0,2.0,1.0,0,0.0,0.0,0.0,0.057711,0.0
2.0,2.0,1.0,0,0.0,0.0,3.0,0.045735,0.0
5.0,1.0,1.0,0,0.0,0.0,3.0,0.586865,0.0
5.0,1.0,1.0,0,0.0,0.0,3.0,0.183575,0.0
4.0,4.0,1.0,1,0.0,0.0,4.0,0.167547,0.0
6.0,3.0,1.0,1,1.0,0.0,3.0,0.000859,0.0
5.0,3.0,0.0,0,0.0,0.0,2.0,0.006488,0.0
3.0,2.0,1.0,0,1.0,0.0,4.0,0.469131,0.0
5.0,2.0,0.0,0,0.0,0.0,2.0,0.01002235,0.0
5.0,3.0,1.0,0,0.0,0.0,4.0,0.017948,0.0
3.0,1.0,1.0,0,0.0,0.0,3.0,0.949892,0.0
3.0,3.0,1.0,0,0.0,0.0,0.0,0.008384,0.0
5.0,3.0,1.0,0,0.0,0.0,0.0,0.231404,0.0
3.0,1.0,1.0,1,0.0,0.0,3.0,0.0,0.0
5.0,1.0,1.0,0,0.0,0.0,0.0,0.495661,0.0
4.0,1.0,1.0,1,2.0,1.0,3.0,0.437552,1.0
3.0,3.0,1.0,2,0.0,0.0,5.0,0.006884,0.0
5.0,2.0,0.0,1,0.0,0.0,3.0,0.168029,0.0
4.0,4.0,1.0,0,1.0,0.0,4.0,0.77407,0.0
3.0,3.0,1.0,1,0.0,0.0,2.0,0.143664,0.0
4.0,2.0,1.0,0,0.0,0.0,2.0,0.072245,0.0
4.0,4.0,1.0,0,0.0,0.0,3.0,0.381201,0.0
5.0,1.0,1.0,0,0.0,0.0,0.0,0.045487,0.0
4.0,1.0,1.0,0,0.0,0.0,3.0,0.004616,0.0
2.0,2.0,0.0,0,0.0,0.0,1.0,0.923777,0.0
4.0,3.0,1.0,0,0.0,0.0,4.0,0.013311,0.0
5.0,3.0,1.0,0,0.0,0.0,3.0,0.042385,0.0
5.0,4.0,2.0,0,0.0,0.0,0.0,0.000992,0.0
2.0,1.0,0.0,1,1.0,0.0,3.0,0.01116395,0.0
5.0,2.0,1.0,0,0.0,0.0,3.0,0.157523,0.0
5.0,2.0,0.0,0,1.0,0.0,5.0,0.01014932,0.0
5.0,4.0,2.0,0,0.0,0.0,6.0,8551.304143479232,0.0
4.0,3.0,1.0,1,0.0,0.0,3.0,0.478201,0.0
5.0,3.0,1.0,0,0.0,0.0,3.0,0.040775,0.0
5.0,1.0,1.0,0,0.0,0.0,0.0,0.60537,0.0
3.0,1.0,0.0,0,0.0,0.0,2.0,0.126811,0.0
5.0,2.0,0.0,0,0.0,0.0,0.0,0.027446,0.0
5.0,4.0,1.0,1,0.0,0.0,0.0,0.062045,0.0
3.0,2.0,1.0,1,0.0,1.0,3.0,0.0,0.0
4.0,2.0,2.0,0,0.0,0.0,3.0,0.000429,0.0
6.0,4.0,1.0,0,0.0,0.0,3.0,0.274324,0.0
4.0,1.0,1.0,0,0.0,0.0,6.0,0.114219,0.0
2.0,2.0,0.0,0,0.0,0.0,3.0,0.412157,0.0
3.0,3.0,1.0,2,0.0,0.0,2.0,0.772445,0.0
4.0,4.0,2.0,0,0.0,0.0,3.0,0.019933,0.0
4.0,3.0,2.0,0,0.0,0.0,3.0,0.046892,0.0
5.0,4.0,1.0,1,0.0,0.0,4.0,0.006126,0.0
5.0,4.0,1.0,1,1.0,0.0,0.0,0.085812,0.0
2.0,1.0,0.0,0,0.0,0.0,0.0,0.358532,0.0
3.0,2.0,1.0,1,0.0,1.0,4.0,0.015037,0.0
5.0,4.0,1.0,0,0.0,0.0,3.0,0.051957,0.0
4.0,3.0,1.0,1,0.0,0.0,3.0,0.232154,0.0
5.0,5.0,2.0,1,1.0,0.0,3.0,0.152918,0.0
2.0,4.0,1.0,0,1.0,0.0,5.0,0.001543,0.0
3.0,2.0,1.0,0,1.0,0.0,4.0,0.139115,0.0
5.0,3.0,0.0,0,0.0,0.0,0.0,0.031223,0.0
3.0,4.0,1.0,0,0.0,0.0,0.0,0.139016,0.0
6.0,2.0,0.0,0,0.0,0.0,3.0,0.002637,0.0
3.0,1.0,0.0,2,0.0,0.0,4.0,0.0,0.0
5.0,1.0,0.0,1,0.0,0.0,3.0,0.0,0.0
5.0,2.0,1.0,0,0.0,0.0,2.0,0.053791,0.0
5.0,4.0,1.0,0,0.0,0.0,3.0,0.159342,0.0
5.0,3.0,1.0,0,0.0,0.0,2.0,0.004226,0.0
4.0,4.0,0.0,0,0.0,0.0,0.0,0.002702,0.0
2.0,3.0,0.0,0,2.0,0.0,3.0,0.25126,0.0
5.0,3.0,1.0,2,0.0,0.0,2.0,0.002162,1.0
3.0,1.0,0.0,0,0.0,0.0,3.0,0.090646,0.0
4.0,4.0,1.0,1,0.0,0.0,3.0,0.03868,0.0
4.0,3.0,0.0,0,0.0,0.0,2.0,0.498152,0.0
5.0,4.0,1.0,0,0.0,0.0,4.0,0.064069,0.0
3.0,3.0,1.0,2,0.0,0.0,0.0,0.284138,0.0
5.0,3.0,1.0,0,0.0,0.0,3.0,0.010501,0.0
4.0,1.0,0.0,1,0.0,0.0,3.0,0.034504,0.0
